idcode,year,nev_mar,not_smsa,south,occ_code,union,ttl_exp,ln_wage
1117,87,0,1,0,13,1,11.096153,2.3844268
1118,72,0,1,0,3,0,1.4230769,1.3095472
1118,85,0,0,0,8,0,2.5192308,1.499687
1118,87,0,0,0,8,0,4.4807692,1.4304553
1118,88,0,0,0,8,0,5.8653846,1.4880251
1119,77,0,0,0,8,0,3.4166667,1.0981125
1119,78,0,0,0,6,0,4.4935899,1.1450053
1119,82,0,0,0,8,0,5.7243595,1.2383739
1119,83,0,0,0,8,0,6.3974366,1.2383739
1119,85,0,0,0,8,0,8.1282063,1.1985816
1119,87,0,0,0,8,0,9.9551296,1.2865845
1119,88,0,0,0,8,0,11.378206,.84453332
1120,85,0,0,0,2,0,11.192307,2.0478077
1120,87,0,0,1,1,0,12.5,1.5147961
1120,88,0,0,1,1,0,13.865385,1.4509838
1121,71,1,0,0,13,0,2.4807692,1.7600821
1122,77,1,0,0,1,0,7.8205128,1.828073
1122,78,1,0,0,1,0,8.8782053,1.8156791
1122,82,1,0,0,1,0,12.070514,1.7509372
1122,85,0,0,0,1,0,14.99359,1.7878686
1122,87,0,0,0,1,0,16.993591,1.9190345
1122,88,0,0,0,1,0,18.378206,1.9103174
1123,70,0,0,0,3,1,2.9807692,2.0341415
1123,71,0,0,0,3,1,3.9423077,2.0448868
1123,72,0,0,0,3,1,5.0384617,1.9553483
1123,73,0,0,0,3,1,5.9807692,2.033545
1123,77,0,0,0,3,1,8.916667,2.0164008
1123,78,0,0,0,3,1,10,2.1374335
1123,80,0,0,0,3,1,11.884615,2.1081812
1123,82,0,0,0,3,1,13.76923,2.0592384
1123,85,0,0,0,3,0,15.76923,2.1520121
1123,87,0,0,0,3,1,17.76923,2.084861
1123,88,0,0,0,3,1,19.115383,2.1375053
1125,70,0,0,0,2,0,2.8461537,2.0612109
1125,71,0,0,0,2,0,3.8461537,2.111764
1125,72,0,0,0,3,0,4.8846154,2.1626084
1125,73,0,0,0,2,0,5.8269234,2.1873186
1125,77,0,0,0,2,0,8.916667,2.7639301
1125,78,0,0,0,2,0,10,2.5979187
1125,80,0,0,0,2,0,12,2.761266
1125,82,0,0,0,2,0,14,2.8367364
1125,83,0,0,0,1,0,15,2.878129
1125,85,0,0,0,2,0,17,2.9328644
1125,87,0,0,0,2,0,19,3.0007362
1125,88,0,0,0,2,0,20.384615,2.9629958
1126,70,0,0,0,3,1,1.9807692,1.6392905
1126,71,0,0,0,3,0,3,1.8993447
1126,72,0,0,0,3,0,4,1.8600383
1126,73,0,0,0,3,0,4.9166665,1.832581
1126,77,0,0,0,3,1,8.916667,1.828073
1126,78,0,0,0,3,1,9.916667,1.8156791
1126,80,0,0,0,3,1,11.916667,1.7963673
1126,82,0,0,0,3,1,13.916667,1.7917595
1126,83,0,0,0,3,1,14.916667,1.5305148
1126,85,0,0,0,3,0,16.916666,1.9443728
1126,87,0,0,0,3,1,18.916666,1.9900711
1127,83,0,0,0,3,0,.34615386,1.2125812
1127,85,0,0,0,4,0,2.3461537,1.481523
1127,87,0,0,0,4,0,4.2307692,1.3896332
1128,80,1,0,0,3,1,6.8269234,1.3194436
1129,72,0,0,0,6,1,1.8269231,1.2314292
1130,70,1,0,0,3,0,2.5,1.817077
1130,71,1,0,0,3,0,3.4423077,1.8619887
1130,72,1,0,0,3,0,4.4230771,1.9024588
1130,73,1,0,0,3,0,5.4423079,2.0361803
1130,77,0,0,0,3,1,6.3846159,1.8164777
1131,70,0,0,0,3,0,1.6923077,1.5977139
1131,71,0,0,0,3,0,2.6923077,1.7407395
1132,77,1,0,0,3,1,5.0833335,2.1097133
1132,78,1,0,0,3,1,6.1794872,2.0815339
1132,80,1,0,0,3,1,8.0641022,2.0414901
1132,82,1,0,0,3,1,9.9487171,1.658228
1132,83,1,0,0,3,1,10.910255,2.1288719
1132,85,1,0,0,3,1,12.910255,2.0796647
1132,87,1,0,0,3,1,14.910255,2.3059239
1132,88,1,0,0,3,1,16.27564,2.1076231
1133,71,0,0,0,3,0,1.6538461,1.3488536
1133,77,0,0,0,4,0,2.5192308,1.3212559
1133,82,0,0,0,3,0,4.5833335,1.5595901
1133,85,0,0,0,4,0,6.7564106,1.4483937
1133,87,0,0,0,4,0,6.7564106,1.5526725
1134,87,0,0,0,3,0,3.4807692,1.379162
1134,88,0,0,0,3,0,4.7884617,1.4880251
1135,70,1,0,0,6,1,2.9230769,1.6117661
1138,78,0,0,0,8,0,2.2692308,1.1450053
1139,72,0,0,0,8,0,1.4166666,1.2314292
1139,73,0,0,0,8,0,2.0705128,1.1711826
1140,82,1,0,1,1,0,13.070513,2.020277
1140,83,1,0,1,1,0,14.051282,2.1067779
1140,85,1,0,0,1,0,16.051281,2.0706663
1140,87,1,0,0,1,0,18.051281,2.0723093
1140,88,1,0,0,1,0,19.397434,2.0471208
1141,73,1,0,0,3,0,5.4038463,1.6214615
1141,77,1,0,0,8,0,6.6923075,1.5670172
1141,78,1,0,0,1,0,7.25,1.8065464
1141,80,0,0,0,1,0,9.1346149,2.2107329
1141,82,0,0,0,1,1,11.019231,2.5634093
1141,83,0,0,0,1,1,11.923077,2.5595405
1141,85,0,0,0,1,0,13.923077,2.4039049
1141,87,0,0,0,1,0,15.461538,1.9785759
1141,88,0,0,0,1,1,16.711538,1.9408356
1142,71,1,0,0,8,0,4.2307692,1.6116626
1142,82,0,0,0,4,0,6.1538463,1.3217559
1142,83,0,0,0,4,0,7.0961542,1.4368663
1142,85,0,0,0,4,0,9.0576925,1.2120049
1143,70,0,0,0,3,1,1.75,1.5243316
1143,71,0,0,0,3,1,2.6730769,1.6336411
1143,72,0,0,0,3,1,3.75,1.819216
1143,73,0,0,0,3,1,4.75,1.9539423
1143,77,0,0,0,3,1,8.666667,2.020385
1143,78,0,0,0,3,1,9.75,2.1258345
1143,80,0,0,0,3,1,11.75,2.1520841
1143,82,0,0,0,3,1,13.75,2.2772672
1143,83,0,0,0,1,1,14.692307,2.2634022
1143,85,0,0,0,3,1,16.75,2.5841999
1143,88,0,0,0,3,0,20.115385,2.7144709
1145,70,1,0,0,3,0,.76923078,1.4396249
1145,71,1,0,0,3,0,1.9230769,1.6249073
1145,72,0,0,0,3,0,2.8461537,1.6575136
1145,73,0,0,0,3,0,3.6666667,1.6681629
1145,77,0,0,0,3,0,7.5833335,1.8911046
1146,71,0,0,0,8,1,3.7307692,1.5982393
1146,72,0,0,0,8,0,4.7692308,1.6777167
1146,73,0,0,0,8,0,5.8269234,1.76589
1146,77,0,0,0,3,1,7.8269234,1.6747257
1146,78,0,0,0,8,1,8.8846149,1.8065464
1146,80,0,0,0,3,0,10.769231,1.4841207
1146,82,0,0,0,3,1,12.653847,1.6034193
1147,85,0,1,0,2,0,6.9166665,1.499687
1147,87,0,1,0,5,0,8.0897436,1.4304553
1148,70,0,0,0,4,1,2.0641026,1.2109412
1148,72,0,0,0,3,0,3.0448718,1.4032797
1148,73,0,0,0,3,0,3.5448718,1.4896362
1148,77,0,0,0,3,0,5.8333335,1.8865693
1148,78,0,0,0,3,0,6.9166665,1.9047717
1148,82,0,0,0,1,0,10.916667,2.2115655
1148,85,0,0,0,3,0,13.916667,2.38428
1148,87,0,0,0,2,0,15.916667,2.5540853
1148,88,0,0,0,2,0,17.262821,2.5896623
1150,73,1,0,0,8,0,2.0384614,1.2140025
1150,77,0,0,0,1,0,3.9807692,1.4345844
1150,78,0,0,0,8,0,4.9615383,1.4426373
1150,80,0,0,0,8,1,6.8461537,1.5741807
1150,87,0,0,0,6,0,10.730769,2.0126705
1150,88,0,0,0,6,1,12.134615,2.0707483
1151,70,0,0,0,3,0,2.75,1.8578993
1154,78,0,0,0,3,0,5.3397436,1.4326874
1154,80,0,0,0,1,1,7.224359,1.8246981
1154,82,0,0,0,3,0,9.1089745,1.6524969
1154,83,0,0,0,3,1,10.01282,1.8840666
1154,85,0,0,0,3,0,12.01282,1.8261083
1154,88,0,0,0,1,0,15.339744,1.9419913
1155,88,0,0,0,6,1,15.916667,1.9523307
1156,77,0,0,0,8,0,3.7820513,1.3719487
1157,88,0,0,0,3,0,2.4166667,1.1695714
1158,77,0,0,0,6,0,.98076922,1.1869364
1159,80,1,1,1,6,1,6.5705128,.97677916
1159,82,1,1,1,6,0,8.2243586,.5187934
1159,85,1,1,1,11,1,9.1858969,1.5194893
1159,87,1,1,1,6,1,10.839743,1.781112
1159,88,1,1,1,6,1,12.03205,1.7711513
1161,72,1,0,0,3,0,.33333334,1.4545732
1161,73,0,0,0,3,0,1.3333334,1.3943266
1162,72,0,0,0,3,0,2.3653846,1.8398352
1162,73,0,0,0,3,0,2.3653846,1.832581
1162,77,0,0,0,3,0,5.3333335,2.107893
1162,78,0,0,0,3,0,6.4166665,2.1107209
1162,80,0,0,0,3,0,8.333333,2.1248717
1162,82,0,0,0,3,0,10.333333,2.2159371
1162,87,0,0,0,2,0,15.416667,2.3017483
1162,88,0,0,0,2,0,16.416666,1.5599228
1163,72,1,0,0,3,1,1.5192308,1.7620577
1163,73,1,0,0,3,1,2.5,1.8195941
1163,77,1,0,0,3,1,5.9166665,2.0745566
1163,78,1,0,0,3,1,7.0833335,1.9827331
1163,80,1,0,0,3,1,8.9679489,2.1193392
1163,82,1,0,0,3,1,11,2.2170265
1163,83,1,0,0,3,1,12,2.2523522
1163,85,1,0,0,3,1,14,2.2953901
1163,87,1,0,0,3,1,16,2.4162717
1164,71,1,0,0,8,1,2.75,1.5937245
1164,72,1,0,0,8,1,3.75,1.5679017
1164,87,1,0,0,8,0,3.9038463,1.2441251
1164,88,1,0,0,8,1,5.2115383,1.7377217
1165,70,1,0,0,3,0,5.8141026,1.6392905
1165,71,1,0,0,3,0,6.8141026,1.6844991
1168,71,1,0,0,3,0,1.6730769,1.7939837
1168,72,0,0,0,3,0,2.6346154,1.8087444
1168,73,0,0,0,3,1,3.5833333,1.845402
1168,85,0,0,0,3,0,8.0192308,1.5949972
1169,70,1,0,0,3,0,1.8269231,1.6792072
1169,72,1,0,0,1,0,3.8269231,2.2316015
1169,73,1,0,0,1,0,4.8076925,2.3245201
1169,77,0,0,0,1,0,6.8333335,2.5127506
1169,78,0,0,0,1,0,8,2.4776642
1169,80,0,0,0,5,0,9.8846149,2.5553093
1169,82,0,0,0,5,0,11.615384,2.5370803
1169,85,0,0,0,1,0,13.288461,2.6204622
1169,87,0,0,0,1,0,14.057692,2.4615021
1169,88,0,0,0,1,0,15.423077,2.4711244
1170,70,1,0,0,3,1,.84615386,1.6392905
1170,72,0,0,0,3,0,2.8653846,1.8432308
1170,73,0,0,0,3,0,3.9423077,1.9624768
1170,77,0,0,0,1,0,5.9423075,2.3115404
1171,70,1,0,0,3,1,7.6858978,1.6347553
1171,72,0,0,0,3,1,12.5,1.7359855
1171,73,0,0,0,3,1,13.5,1.7379161
1171,77,0,0,0,3,0,15.5,1.8304802
1171,78,0,0,0,3,0,16.5,1.8773724
1171,80,0,0,0,3,0,18.384615,1.8684205
1171,82,0,0,0,3,0,20.26923,1.9629076
1171,83,0,0,0,3,0,21.25,2.0430026
1171,87,0,0,0,3,0,25.25,2.0402205
1171,88,0,0,0,3,0,26.538462,2.0958123
1174,85,1,0,0,11,1,6,2.5989654
1174,88,1,0,0,6,1,9.333333,2.4913273
1175,73,0,0,0,5,0,.23076923,1.956795
1176,71,0,0,0,8,1,2.3269231,1.3885186
1176,72,0,0,0,8,1,3.2692308,1.4137508
1176,73,0,0,0,8,1,4.3076925,1.3324507
1176,77,0,0,0,3,1,6.4166665,1.5774472
1176,78,0,0,0,3,0,7.3782048,1.6821479
1176,83,0,0,1,3,0,8.5320511,2.1898322
1177,72,1,0,0,3,1,4.4423075,1.9183067
1177,87,0,0,0,3,0,8.4230766,1.7950979
1177,88,0,0,0,3,0,9.8269224,1.8309699
1178,77,1,0,0,8,1,1.0961539,1.4005686
1179,70,1,0,0,8,1,1.9038463,1.488152
1179,72,0,0,0,6,1,3.5192308,1.4545732
1179,73,0,0,0,6,1,4.5961542,1.4431159
1179,85,0,0,0,8,1,7.3333335,2.0303152
1181,87,0,0,0,1,1,12.076923,1.9300175
1181,88,0,0,0,1,1,13.538462,2.0707483
1183,87,0,0,0,1,0,3.2692308,1.4304553
1185,72,1,0,0,6,0,.96153843,1.2920542
1185,77,1,0,0,8,1,2.5,1.6316775
1185,78,1,0,0,8,1,3.5192306,1.6976124
1186,77,0,0,0,3,0,2.9230769,1.5035775
1186,85,0,0,0,6,0,4.5384617,1.2765435
1186,87,0,0,0,5,0,6.5384617,1.3250947
1186,88,0,0,0,5,0,7.8653851,1.2603251
1188,73,0,0,0,3,1,1.6153846,1.5121096
1188,82,0,0,0,3,0,2.6153846,1.4906541
1188,83,0,0,0,3,1,2.6153846,1.4067372
1188,87,0,0,0,3,0,5.9615383,1.4304553
1188,88,0,0,0,3,0,7.3076921,1.392715
1190,77,1,0,0,6,0,4.666667,1.1228046
1190,78,1,0,0,5,0,5.5512824,1.3086346
1190,80,1,0,0,11,0,7.4358978,1.275272
1190,82,1,0,0,8,0,8.5512829,1.2089599
1191,70,1,0,0,8,0,1.25,1.4059142
1191,72,1,0,0,8,0,3.2115383,1.5175476
1193,71,0,0,1,3,0,3.9294872,1.8195792
1193,72,0,0,1,3,0,4.8525643,2.16997
1193,73,0,0,1,3,0,5.9294872,1.9190549
1193,77,0,0,1,3,0,7.2371798,1.8888398
1195,77,0,0,0,3,0,2.8589745,1.7346889
1196,82,0,0,0,2,0,6.9551282,2.2628036
1196,83,0,0,0,1,0,7.9551282,2.2723534
1196,85,0,0,0,2,0,9.9551277,2.4899714
1196,87,0,0,0,2,0,11.955128,2.084861
1198,70,1,0,0,3,1,2.9230769,1.6835457
1198,71,1,0,0,3,0,3.8846154,1.7368255
1198,72,0,0,0,3,1,4.9038458,1.7730269
1198,73,0,0,0,3,0,5.8461537,1.9308194
1198,77,0,0,0,8,1,6.25,2.0144031
1198,78,0,0,0,8,1,6.8653846,1.1713223
1198,80,0,0,0,8,1,8.3269234,2.3276715
1198,82,0,0,0,8,1,9.4038458,1.9459101
1198,83,0,0,0,3,0,9.4038458,1.4638956
1198,85,0,0,0,3,1,11.403846,1.5949972
1198,87,0,0,0,3,0,13.403846,1.753987
1198,88,0,0,0,2,0,14.807693,2.0057356
1200,85,0,0,1,2,0,3.75,2.7415333
1201,85,0,0,0,3,0,4.666667,1.499687
1201,87,0,0,0,3,0,6.6474361,2.593606
1201,88,0,0,0,3,0,8.1474361,1.8231976
1203,71,1,0,0,3,1,1.5384614,1.7523896
1203,77,1,0,0,3,0,3.4615386,1.5958525
1203,78,1,0,0,3,0,4.5192308,1.6010225
1203,80,1,0,0,3,0,6.4038463,1.6699264
1203,82,1,0,0,3,0,8.2884617,1.8825138
1203,83,1,0,0,3,0,9.0384617,2.0023363
1203,85,1,0,0,3,0,11.038462,1.9684396
1204,77,1,0,0,6,1,3.0064101,2.2844303
1204,78,1,0,0,6,1,3.9871793,2.3314927
1204,80,1,0,0,6,1,5.8717947,2.3630736
1204,82,0,0,0,6,1,6.4679484,2.366498
1204,85,0,0,0,6,1,9.2948713,2.3634198
1204,87,0,0,0,6,1,11.141026,2.480577
1204,88,0,0,0,6,1,12.602564,2.3482263
1205,72,0,0,0,3,0,6.3012819,2.0831819
1205,73,0,0,0,3,0,7.2628202,2.0824611
1206,70,0,0,0,3,1,3.0576923,1.5641378
1206,71,0,0,0,3,1,4.1153846,1.6116626
1206,72,0,0,0,3,0,4.1153846,2.0113277
1206,73,0,0,0,4,0,5.0192308,1.5555941
1206,77,0,0,0,3,0,7.0192308,1.6690917
1207,72,0,0,0,8,0,6.3141031,1.3324053
1207,77,0,0,0,2,1,9.3141031,2.6285069
1208,70,0,0,0,13,1,1.7692307,2.2300897
1208,71,0,0,0,13,1,2.7884614,2.2310429
1208,85,0,0,0,1,0,4.4038463,2.0172896
1209,71,1,0,0,4,0,4.1538463,2.0591929
1209,72,1,0,0,4,0,5.0961537,2.0831819
1209,73,1,0,0,2,0,6.0769229,2.0748947
1209,77,0,0,0,4,0,8.0769234,2.2017121
1209,78,0,0,0,4,0,9.0961542,2.1274996
1209,80,0,0,0,4,0,10.980769,2.1837909
1209,82,0,0,0,4,0,12.865385,2.4024301
1209,83,0,0,0,4,0,13.826923,2.474283
1209,85,0,0,0,2,0,15.826923,2.6233168
1209,87,0,0,0,2,0,17.826923,3.0007362
1209,88,0,0,0,2,0,19.153847,3.2505739
1210,82,0,0,0,2,0,8.7884617,2.0399206
1210,85,0,0,0,2,0,11.865385,2.1540928
1210,87,0,0,0,2,0,13.865385,2.5290675
1213,87,0,0,1,1,0,6.0961537,1.6788766
1213,88,0,0,1,8,0,7.3076925,1.392715
1214,77,0,0,0,4,0,1.7948719,1.4800059
1214,82,0,0,0,4,0,2.1217949,1.3082757
1214,85,0,0,0,3,0,4.0064106,1.7968242
1214,87,0,0,0,3,0,5.3717952,1.9004589
1215,71,0,0,0,3,0,3.0833333,2.1744478
1216,73,0,0,0,13,1,2.1474359,2.453851
1217,82,0,0,1,8,0,1.0576923,1.2089599
1217,83,0,0,1,7,0,1.3846154,1.178655
1217,85,0,0,1,3,0,2.4615386,1.099209
1217,87,0,0,1,3,0,4.4615383,1.0737803
1217,88,0,0,1,3,0,5.6153846,1.0558425
1218,70,1,0,0,3,0,2.9615386,1.8505998
1218,71,0,0,0,3,0,3.9230769,1.9885755
1218,85,0,0,0,3,0,4.8076925,1.6820085
1218,87,0,0,0,3,0,5.4230771,1.1533831
1218,88,0,0,0,3,0,6.7307692,1.4880251
1219,70,1,0,0,3,0,3.0384617,2.0000293
1219,71,1,0,0,3,0,4.0576925,2.1719127
1219,72,1,0,0,3,0,5.0769229,2.1797028
1219,73,1,0,0,3,0,6.0961537,2.1985672
1219,77,1,0,0,5,0,9,2.2375467
1219,78,1,0,0,5,0,10,2.2799852
1219,80,1,0,0,2,0,11.916667,2.2418876
1219,82,1,0,0,2,0,14,2.2512918
1219,83,1,0,0,2,0,15,2.2624032
1219,85,1,0,0,2,0,17,2.1908317
1219,87,1,0,0,2,0,19,2.3403254
1219,88,1,0,0,3,0,20.307692,2.7144709
1220,71,0,0,0,3,0,2.7884614,2.0156448
1220,72,0,0,0,3,1,3.8076923,1.8600383
1220,83,0,0,0,3,0,7.9807692,1.7124897
1221,83,1,0,0,3,0,3.4871795,1.7923996
1222,88,1,0,0,3,0,12.980769,1.9233432
1223,80,1,0,0,1,1,2.7307692,1.9356298
1223,82,1,0,0,1,0,3.2307692,1.9356298
1223,87,1,0,0,3,0,3.4807692,1.8359203
1224,88,0,0,0,3,0,2.5705128,1.8739053
1226,77,0,0,0,3,0,4.1282053,1.3013138
1227,77,0,0,0,3,0,1,1.4662216
1227,80,0,0,0,3,1,3.2692308,1.6807371
1227,82,0,0,0,3,0,5.1346154,1.5173221
1227,83,0,0,0,3,0,6.1730766,1.2149124
1227,85,0,0,0,3,0,6.3846154,1.5389072
1227,87,0,0,0,3,0,8.2692308,1.5736889
1227,88,0,0,0,3,0,9.5769234,1.6238265
1228,85,0,0,0,8,0,1.9166666,1.099209
1228,88,0,0,0,8,0,3.2820511,1.5750365
1231,70,1,0,0,8,0,2.4615386,2.0249534
1231,71,1,0,0,1,0,3.4615386,1.8195792
1231,72,1,0,0,8,0,4.4423075,2.0831819
1231,77,0,1,0,1,0,6.5192308,1.753038
1233,78,0,0,0,8,0,3.8461537,2.348978
1233,82,0,0,0,8,0,6.1923075,1.7124861
1233,87,0,0,0,3,0,8.2307692,1.342716
1233,88,0,0,0,2,0,9.5576925,1.4715261
1235,70,0,0,0,3,0,1.673077,1.7902042
1237,70,0,0,1,3,0,2.5192308,1.5493952
1237,71,0,0,1,3,0,2.9166667,1.5708406
1237,72,0,0,1,3,0,3.9358974,1.7397521
1237,73,0,0,1,3,1,4.9935894,1.7091372
1239,73,1,0,0,13,1,3.3269231,2.3106172
1239,77,1,0,0,13,1,5.0961537,2.5785792
1239,78,1,0,0,13,1,6.1730771,2.6255991
1239,80,0,0,0,13,1,7.3333335,2.0504456
1241,70,0,0,0,3,0,2.9807692,1.8094723
1241,71,0,0,0,3,0,3.9807692,2.2358162
1241,77,0,0,0,3,0,4.3269229,1.6577282
1241,82,0,0,0,3,0,5.4230766,1.3862944
1241,85,0,0,0,3,0,6.6153846,1.6820085
1241,87,0,0,0,3,0,8.3076925,2.0325828
1241,88,0,0,0,3,0,9.6923075,2.2698486
1242,77,0,0,0,3,0,1.4807693,1.6109356
1242,78,0,0,0,3,0,2.5384614,1.7327918
1242,85,0,0,1,3,0,3.6153846,1.5673454
1242,87,0,0,1,5,0,5.6153846,1.8359203
1242,88,0,0,1,3,0,7.0384617,1.9233432
1243,87,0,0,0,3,0,12.961538,1.9128813
1244,71,1,0,0,3,0,3.8269231,2.1357334
1244,72,1,0,0,3,0,4.8076925,2.096427
1244,77,1,0,0,2,0,7.9807692,1.3091831
1244,78,1,0,1,2,0,9.0192308,1.5400454
1244,80,1,0,0,1,0,10.903846,2.020277
1245,83,0,1,0,4,0,7.6153851,1.1446078
1245,85,0,0,0,4,0,7.8461542,1.1985816
1246,77,0,0,1,1,0,5.724359,1.48677
1246,82,0,0,1,1,0,9.7051277,3.3130939
1246,83,0,0,1,1,0,10.685897,3.2175298
1246,85,0,0,1,1,0,12.685897,3.5035963
1246,87,0,0,1,8,0,14.435897,3.7583182
1246,88,0,0,1,1,0,14.435897,3.85025
1247,82,0,0,1,1,0,8.4423075,1.3323658
1247,83,0,0,1,1,0,9.4807692,1.7228348
1247,85,0,0,1,1,0,11.211538,3.2914464
1247,87,0,0,1,1,0,13.211538,2.8419297
1247,88,0,0,1,1,0,14.365385,2.864728
1248,88,0,0,0,13,1,10.692307,2.3837416
1249,71,0,0,0,13,1,1.2307693,2.5779967
1249,72,0,0,0,13,1,2.2115386,2.544095
1249,73,0,0,0,13,0,3.2692308,2.5010359
1249,77,0,0,0,13,0,3.7692308,1.3846956
1250,88,1,0,0,3,0,11.346154,1.9408356
1252,78,0,0,0,8,1,1.0769231,1.3601164
1252,80,0,0,0,8,1,2.9615386,.88580698
1252,82,0,0,0,8,1,4.5961537,.91629076
1252,83,0,0,0,8,1,5.5769234,1.235181
1252,85,0,0,0,8,1,7.5769234,1.3012357
1252,87,0,0,0,8,1,9.5769234,1.2073117
1253,70,1,0,0,13,1,2.1923077,2.3256276
1253,71,1,0,0,13,1,3.3269231,2.5516696
1253,72,1,0,0,13,1,4.1730771,2.6192853
1253,73,1,0,0,13,1,5.3269234,2.2718759
1253,77,1,0,0,13,1,8.583333,2.7639301
1253,78,1,0,0,13,1,9.833333,1.7996422
1254,77,1,0,0,6,0,5,1.5035775
1254,83,1,0,0,6,0,10.814102,1.7515776
1255,72,0,0,0,13,1,1.4230769,2.2475653
1255,73,0,0,0,1,1,2.4807692,2.2718759
1256,77,1,0,0,3,0,6.025641,1.7912596
1257,70,1,0,0,3,1,2.5064104,1.7217669
1257,71,1,0,0,3,0,3.5,1.8159624
1257,72,1,0,0,3,0,4.5576925,1.6410527
1257,77,1,0,0,3,0,9.5,2.0083845
1257,78,1,0,0,3,0,10.583333,1.943513
1257,80,1,0,0,1,0,12.583333,2.0897806
1257,82,1,0,0,4,0,14.5,2.0268312
1257,83,1,0,0,3,0,15.538462,2.0139418
1257,85,1,0,0,3,0,17.583334,2.0695355
1257,88,1,0,0,2,0,20.833334,2.2547603
1258,70,0,0,0,3,0,2.7307692,2.274214
1258,71,0,0,0,1,0,3.7307692,2.3418911
1258,72,0,0,0,3,0,4.6923075,2.014189
1258,77,0,0,0,3,0,7.7307692,2.0801902
1258,78,0,0,0,2,0,8.7884617,2.2756898
1259,82,0,0,0,3,0,1.5,1.6094379
1259,83,0,0,0,3,0,2.5192308,1.7987788
1259,85,0,0,0,3,0,3.8269231,1.7228305
1259,87,0,0,0,2,0,4.8653846,2.1443849
1262,72,1,0,0,3,0,4.7884617,2.1376698
1262,73,1,0,0,2,0,5.8269234,1.9424477
1262,78,1,0,0,3,0,6.8269234,2.2181096
1262,80,0,0,0,3,0,8.7115383,2.301429
1262,82,0,0,0,3,0,10.596154,2.1447601
1262,83,0,0,0,3,0,11.634616,2.2723534
1263,70,0,0,0,3,0,3.0576923,1.6347553
1263,71,0,0,0,3,0,4.0576925,1.7049502
1263,87,0,1,0,3,0,7.3269229,1.1690902
1263,88,0,1,0,4,0,8.6923075,1.2534525
1264,70,1,0,0,3,0,2.4807692,2.2200136
1264,71,1,0,0,1,0,3.4807692,2.2639878
1264,72,1,0,0,2,0,4.5,2.2269931
1264,73,1,0,0,3,0,5.5192308,2.2444768
1264,77,1,0,0,3,0,8,2.1401541
1264,78,1,0,0,3,0,9.1346149,2.1793749
1264,80,1,0,0,2,1,11.01923,2.2182992
1264,85,1,0,0,3,1,15.846152,2.2320542
1264,87,1,0,0,2,1,17.846153,2.2572582
1264,88,1,0,0,3,0,19.211538,1.6898521
1266,71,1,0,0,4,0,3.1730769,1.4938796
1266,72,0,0,0,4,0,4.1538463,1.5723562
1266,73,0,0,0,3,0,4.7307692,1.7829841
1266,77,0,0,0,4,0,5.7307692,1.3212559
1266,80,0,0,0,3,1,8.5576916,1.7124861
1266,82,0,0,0,3,0,10.442307,2.0149031
1266,83,0,0,0,3,0,11.461537,1.9879663
1266,85,0,0,0,3,0,13.461537,1.982113
1266,87,0,0,0,3,0,15.461537,2.0182419
1266,88,0,0,0,3,0,16.78846,2.0292914
1267,71,1,0,0,8,0,1.7307693,1.3488536
1267,73,1,0,0,3,1,1.8461539,1.4431159
1267,77,1,0,0,3,1,3.25,1.6470599
1267,78,1,0,0,3,0,3.6153846,1.655831
1268,72,1,0,0,4,0,1.2115384,1.4292552
1268,73,0,0,0,3,0,2.3333333,1.5121096
1268,85,0,0,0,8,0,2.9487178,1.499687
1268,87,0,0,0,8,0,4.333333,1.1427732
1269,71,1,0,0,3,0,2.2884614,1.7368255
1269,72,1,0,0,3,0,3.2884614,1.7472422
1269,77,1,0,0,3,0,6.2692308,1.8159518
1269,78,1,0,0,3,0,7.3653846,1.8644695
1269,80,0,0,0,3,1,9.25,2.5417657
1269,82,0,0,0,3,0,11.134615,1.7526715
1269,83,0,0,0,3,0,11.846154,1.8316203
1269,85,0,0,0,3,0,13.846154,1.8657179
1269,87,0,0,0,3,0,15.846154,1.9610835
1269,88,0,0,0,3,0,16.98077,2.0013924
1271,70,1,0,0,3,0,3.0576923,2.0063188
1271,71,1,0,0,3,0,4.0769229,2.0245078
1271,72,1,0,0,3,0,5.0384617,2.1249633
1271,77,0,0,0,3,0,6.0384617,2.2523575
1271,87,0,0,0,8,0,6.4230766,1.3250947
1271,88,0,0,0,8,0,6.7884617,1.3250947
1272,82,0,0,0,1,0,8.0705128,1.9899282
1273,88,1,1,0,6,0,1.3141025,1.1695714
1275,70,1,0,0,8,0,4.0833335,1.6792072
1275,71,1,0,0,8,1,5,1.6336411
1275,73,0,0,0,8,0,5.8846154,1.9539423
1275,77,0,0,0,8,0,6.6923079,2.0063708
1275,80,0,0,0,8,1,8.5769234,2.0504456
1275,82,0,0,0,8,1,10.211538,2.2137532
1275,83,0,0,0,8,1,11.076923,1.9747212
1275,85,0,0,0,8,1,13.076923,2.1928341
1275,87,0,0,0,8,1,15.076923,1.9900711
1275,88,0,0,0,1,1,16.48077,2.1469569
1276,73,0,0,0,3,1,3.4166667,1.2889656
1276,77,0,0,0,6,1,7.3333335,1.6941977
1276,78,0,0,0,6,1,8.416667,1.7523519
1276,80,0,0,0,6,1,10.333333,1.8878387
1276,82,0,0,0,11,1,12.333333,1.7491999
1276,83,0,0,0,8,1,13.416667,1.9449489
1276,85,0,0,0,6,1,15.5,1.9858097
1276,88,0,0,0,6,1,16.51923,1.9948424
